Address,Historic Name of Resource,Building Type,Freestanding or Other,Style,SubStyle,Primary Style,Approximate,Range,StartDate,EndDate,"NHL
Rating",#C,#  N/C,N/C Reason,latitude,longitude,Street Number,Modifier,Street Direction,Street,Street Type,Notes
726 West 3rd Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,0.5,,,38.739594,-85.389923,726,,West,3rd,Street,
728 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.739615,-85.389999,728,,West,3rd,Street,
730 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.739649,-85.390080,730,,West,3rd,Street,
732 West 3rd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,2,,,38.739667,-85.390170,732,,West,3rd,Street,
734 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,C,1,,,38.739678,-85.390261,734,,West,3rd,Street,
736 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1890,1890,C,,1,A,38.739706,-85.390355,736,,West,3rd,Street,
738 West 3rd Street,,House,,Vernacular: Other,Central Passage,Other: Central passage,TRUE,FALSE,1865,1865,C,1,,,38.739735,-85.390512,738,,West,3rd,Street,
739 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.739237,-85.390721,739,,West,3rd,Street,
741 West 3rd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,0.5,,,38.739255,-85.390835,741,,West,3rd,Street,
742 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1840,1840,C,1,,,38.739763,-85.390667,742,,West,3rd,Street,
743 West 3rd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,0.5,,,38.739278,-85.390908,743,,West,3rd,Street,
744 West 3rd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.739778,-85.390770,744,,West,3rd,Street,
745 1/2 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.739211,-85.391009,745,1/2,West,3rd,Street,
745 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.739211,-85.391009,745,,West,3rd,Street,
746 West 3rd Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.739795,-85.390862,746,,West,3rd,Street,
747 West 3rd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.739242,-85.391199,747,,West,3rd,Street,
748 West 3rd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.739734,-85.390977,748,,West,3rd,Street,
749 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1960,1960,C,,2,NIP,38.739271,-85.391342,749,,West,3rd,Street,
750 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,N/C,,1,A,38.739838,-85.391054,750,,West,3rd,Street,
751 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.739291,-85.391467,751,,West,3rd,Street,
752 West 3rd Street,,House,,Modern Movement,Ranch,Modern Movement: Ranch Style,TRUE,FALSE,1995,1995,N/C,,1,NIP,38.739863,-85.391205,752,,West,3rd,Street,
753 West 3rd Street,,House,,Vernacular: Other,Cottage,Other: Cottage,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.739414,-85.391522,753,,West,3rd,Street,
754 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1910,1910,C,1,,,38.739893,-85.391348,754,,West,3rd,Street,
755 West 3rd Street,,House,,Colonial Revival,None,Colonial Revival,TRUE,FALSE,1900,1900,C,1,,,38.739400,-85.391644,755,,West,3rd,Street,
756 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1890,1890,C,1,,,38.739917,-85.391465,756,,West,3rd,Street,
757 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1890,1890,C,2,,,38.739368,-85.391829,757,,West,3rd,Street,
758 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1870,1870,C,1,,,38.739940,-85.391587,758,,West,3rd,Street,
759 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,2,,,38.739380,-85.391913,759,,West,3rd,Street,
760 West 3rd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.739954,-85.391682,760,,West,3rd,Street,
761 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,C,1,,,38.739405,-85.392030,761,,West,3rd,Street,
762 West 3rd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.739985,-85.391815,762,,West,3rd,Street,
763 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1870,1870,C,1,,,38.739427,-85.392160,763,,West,3rd,Street,
764 West 3rd Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.740000,-85.391887,764,,West,3rd,Street,
765 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.739444,-85.392247,765,,West,3rd,Street,
766 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.740011,-85.391978,766,,West,3rd,Street,
767 West 3rd Street,,House,,Vernacular: Other,Double Pen,Other: Double pen,TRUE,FALSE,1940,1940,N/C,,1,NIP,38.739729,-85.392186,767,,West,3rd,Street,
768 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.740034,-85.392073,768,,West,3rd,Street,
772 West 3rd Street,,House,,None,None,No style,TRUE,FALSE,2000,2000,N/C,,1,NIP,38.739788,-85.392334,772,,West,3rd,Street,
774 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.739970,-85.392340,774,,West,3rd,Street,
776 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,C,1,,,38.740092,-85.392409,776,,West,3rd,Street,
778 West 3rd Street,,Commercial Building,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1850,1850,C,1,,,38.739990,-85.392545,778,,West,3rd,Street,
804 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.740259,-85.393170,804,,West,3rd,Street,
805 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.739640,-85.393278,805,,West,3rd,Street,
807 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.739664,-85.393373,807,,West,3rd,Street,
809 West 3rd Street,,House,,Vernacular: Other,Hall and Parlor,Other: Hall and Parlor,TRUE,FALSE,1840,1840,C,1,,,38.739679,-85.393476,809,,West,3rd,Street,
811 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.739699,-85.393573,811,,West,3rd,Street,
813 West 3rd Street,,House,,Vernacular: Other,Double Pen,Other: Double Pen,TRUE,FALSE,1850,1850,C,0.5,,,38.739724,-85.393680,813,,West,3rd,Street,
814 West 3rd Street,Car Wash,Commercial Building,,None,None,No Style,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.740344,-85.393478,814,,West,3rd,Street,
815 West 3rd Street,,House,,Vernacular: Other,Double Pen,Other: Double Pen,TRUE,FALSE,1850,1850,C,0.5,,,38.739724,-85.393680,815,,West,3rd,Street,
817 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.739734,-85.393781,817,,West,3rd,Street,
819 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.739751,-85.393851,819,,West,3rd,Street,
820 West 3rd Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1865,1865,C,1,,,38.740414,-85.393865,820,,West,3rd,Street,
821 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,C,1,,,38.739828,-85.393938,821,,West,3rd,Street,
822 1/2 West 3rd Street,,House,,None,None,No Style,TRUE,FALSE,1950,1950,C,1,1,NIP,38.740486,-85.394273,822,1/2,West,3rd,Street,
822 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.740486,-85.394273,822,,West,3rd,Street,
823 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1940,1940,N/C,,1,NIP,38.739851,-85.394068,823,,West,3rd,Street,
824 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,2,,,38.740520,-85.394474,824,,West,3rd,Street,
825 West 3rd Street,,House,,Vernacular: Other,Gabled-T,Other: Gabled-T,TRUE,FALSE,1880,1880,C,2,,,38.739880,-85.394195,825,,West,3rd,Street,
826 West 3rd Street,,House,,Gothic Revival,None,Gothic Revival,TRUE,FALSE,1870,1870,C,1,,,38.740550,-85.394634,826,,West,3rd,Street,
827 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.740008,-85.394636,827,,West,3rd,Street,
829 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.740023,-85.394731,829,,West,3rd,Street,
830 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.740570,-85.394765,830,,West,3rd,Street,
831 A West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.740040,-85.394802,831,A,West,3rd,Street,
831 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,2,,,38.740040,-85.394802,831,,West,3rd,Street,
832 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.740592,-85.394888,832,,West,3rd,Street,
833 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,1,,,38.740072,-85.394965,833,,West,3rd,Street,
834 West 3rd Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.740611,-85.394980,834,,West,3rd,Street,
835 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,1,,,38.739991,-85.395106,835,,West,3rd,Street,
836 West 3rd Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.740625,-85.395064,836,,West,3rd,Street,
838 West 3rd Street,,House,,Federal,None,Federal,TRUE,FALSE,1870,1870,C,1,,,38.740637,-85.395150,838,,West,3rd,Street,
839 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,1,,,38.740017,-85.395232,839,,West,3rd,Street,
841 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,C,1,,,38.740040,-85.395375,841,,West,3rd,Street,
842 West 3rd Street,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1870,1870,C,1,,,38.740658,-85.395267,842,,West,3rd,Street,
843 West 3rd Street,,House,,Modern Movement,None,Modern Movement,FALSE,FALSE,1996,1996,N/C,,1,NIP,38.740171,-85.395491,843,,West,3rd,Street,
844 West 3rd Street,,House,,Vernacular: Other,Hall and Parlor,Other: Hall and Parlor,TRUE,FALSE,1850,1850,N/C,,1,A,38.740688,-85.395445,844,,West,3rd,Street,
845 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,N/C,,1,A,38.740097,-85.395656,845,,West,3rd,Street,
847 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,N/C,,1,A,38.740263,-85.395774,847,,West,3rd,Street,
848 West 3rd Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1930,1930,N/C,,1,A,38.740724,-85.395624,848,,West,3rd,Street,
849 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,1,,,38.740157,-85.395963,849,,West,3rd,Street,
851 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1890,1890,N/C,,1,A,38.740225,-85.396103,851,,West,3rd,Street,
902 West 3rd Street,,House,,None,None,No Style,TRUE,FALSE,1900,1900,N/C,,1,A,38.740394,-85.396730,902,,West,3rd,Street,
904 West 3rd Street,,House,,Vernacular: Other,Cross Plan,Other: Cross plan,TRUE,FALSE,1950,1950,N/C,,1,NIP,38.740691,-85.396840,904,,West,3rd,Street,
905 West 3rd Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,N/C,,1,A,38.740911,-85.397180,905,,West,3rd,Street,
735-27 West 3rd Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.739404,-85.390524,735-27,,West,3rd,Street,
U.S. Post Office Site 3rd & West Streets,U.S. Post Office Site,Park,,Designed Landscape,City Park,Other: Designed Landscape - City Park,TRUE,FALSE,1898,1898,C,1,,,38.737448,-85.380234,,,,3rd & West,Streets,
"Old City Cemetery - John Paul Park 3rd, Mill & Vine Streets",Old City Cemetery - John Paul Park,Park,,Designed Landscape,,Other: Designed Landscape,TRUE,FALSE,1820,1820,C,2,,,38.739223,-85.386275,,,,"3rd, Mill & Vine",Streets,"This site was begun, early in the history of the town, as the first city cemetery.  It was dedicated to this purpose even before the addition in which it is located was platted. Later Springdale Cemetery to the north replaced this site as the city burying ground. There is a curvilinear walk along the upper part of the park with large trees, benches, a gazebo and other small scale features. The lower level is devoted primarily to sports, with a large playing field. The latter was made possible after Crooked Creek was relocated to the north during the nineteenth century. During the Victorian era, after the burials had been removed, a series of structures were built, including a round folly with a segmented, slightly bellcast, roof covered in slate shingles and sporting metal ridgeline caps and a decorative ball at  the spire (Photo No. 25). This small contributing building was constructed of a combination of petrified rock and rough cut local limestone.  A more spectacular feature was also built in the park - a round fountain of petrified rock, with a buttressed three foot base and a conical upper structure, of the same material. Today, only the base of this fountain remains in the park, but one can see the distinctive rocks used in several walls in other parts of the town, perhaps removed from the park when the fountain was dismantled. The vegetation includes several large trees, including a 48"" caliper sycamore and others. The natural bowl formed by the topography is utilized now as in history as a viewing area for the sports activities."
111 East 4th Street,Custer House,House,,Federal,None,Federal,FALSE,FALSE,1844,1844,C,1,,,38.738574,-85.380082,111,,East,4th,Street,
112 East 4th Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1930,1930,C,1,,,38.738391,-85.379446,112,,East,4th,Street,
208 East 4th Street,,House,,Federal,None,Federal,FALSE,FALSE,1838,1838,C,1,,,38.738408,-85.378259,208,,East,4th,Street,
209 East 4th Street,,House,,None,None,No Style,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.738789,-85.378259,209,,East,4th,Street,
210 East 4th Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.738379,-85.378171,210,,East,4th,Street,
213 East 4th Street,,House,,Federal,None,Federal,TRUE,FALSE,1870,1870,C,1,,,38.738718,-85.377997,213,,East,4th,Street,
215 East 4th Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.738718,-85.377845,215,,East,4th,Street,
216 East 4th Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1920,1920,C,1,,,38.738462,-85.377956,216,,East,4th,Street,
218 East 4th Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1940,1940,N/C,,1,NIP,38.738463,-85.377781,218,,East,4th,Street,
305 East 4th Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.738732,-85.376796,305,,East,4th,Street,
307 East 4th Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,C,3,,,38.738731,-85.376616,307,,East,4th,Street,
313 East 4th Street,,House,,Vernacular: Other,Hall and Parlor,Other: Hall and Parlor,TRUE,FALSE,1870,1870,C,1,,,38.738760,-85.376433,313,,East,4th,Street,
314 East 4th Street,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1990,1990,N/C,,1,NIP,38.738296,-85.376437,314,,East,4th,Street,
315 East 4th Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,1,,,38.738765,-85.376338,315,,East,4th,Street,
316 East 4th Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.738301,-85.376373,316,,East,4th,Street,
317 East 4th Street,Beer Depot,Commercial Building,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,C,1,,,38.738735,-85.376212,317,,East,4th,Street,
318 East 4th Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1870,1870,C,1,,,38.738355,-85.376262,318,,East,4th,Street,
401 East 4th Street,,Garage,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1910,1910,N/C,,1,A,38.738714,-85.375502,401,,East,4th,Street,
403 East 4th Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1870,1870,C,1,,,38.738768,-85.375419,403,,East,4th,Street,
404 East 4th Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,C,1,,,38.738414,-85.375401,404,,East,4th,Street,
405 East 4th Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1860,1860,C,1,,,38.738768,-85.375311,405,,East,4th,Street,
408 East 4th Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,C,1,,,38.738414,-85.375326,408,,East,4th,Street,
411 East 4th Street,,House,,Vernacular: Other,Hall and Parlor,Other: Hall and Parlor,TRUE,FALSE,1870,1870,C,1,,,38.738766,-85.375159,411,,East,4th,Street,
